 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2015 - Brasil;;;
População residente por Município e Sexo;;;
Período:2015;;;
Município;Masculino;Feminino;Total
292160 Morpará;4671;4296;8967
292170 Morro do Chapéu;18522;18196;36718
292180 Mortugaba;6267;6211;12478
292190 Mucugê;5086;5156;10242
292200 Mucuri;20726;20341;41067
292205 Mulungu do Morro;6282;5920;12202
292210 Mundo Novo;13982;13184;27166
292220 Muniz Ferreira;3974;3919;7893
292225 Muquém de São Francisco;6150;5348;11498
292230 Muritiba;14829;15917;30746
292240 Mutuípe;11416;11419;22835
292250 Nazaré;14437;14967;29404
292260 Nilo Peçanha;7309;6881;14190
292265 Nordestina;6929;6390;13319
292270 Nova Canaã;8847;8237;17084
292273 Nova Fátima;4074;4048;8122
292275 Nova Ibiá;3784;3256;7040
292280 Nova Itarana;4281;4032;8313
292285 Nova Redenção;4819;4649;9468
292290 Nova Soure;13072;12782;25854
292300 Nova Viçosa;21995;21222;43217
292303 Novo Horizonte;6422;5817;12239
292305 Novo Triunfo;8288;7703;15991
292310 Olindina;13189;13627;26816
292320 Oliveira dos Brejinhos;11632;11146;22778
292330 Ouriçangas;4583;4257;8840
292335 Ourolândia;9076;8696;17772
292340 Palmas de Monte Alto;11605;10810;22415
292350 Palmeiras;4582;4548;9130
292360 Paramirim;11178;10899;22077
292370 Paratinga;16637;15996;32633
292380 Paripiranga;14794;15085;29879
292390 Pau Brasil;5565;5339;10904
292400 Paulo Afonso;57616;61602;119218
292405 Pé de Serra;7173;7297;14470
292410 Pedrão;3717;3853;7570
292420 Pedro Alexandre;9346;8787;18133
292430 Piatã;9017;9455;18472
292440 Pilão Arcado;18234;17195;35429
292450 Pindaí;8740;8064;16804
292460 Pindobaçu;10874;10187;21061
292465 Pintadas;5445;5298;10743
292467 Piraí do Norte;5591;4765;10356
292470 Piripá;6359;5880;12239
292480 Piritiba;12737;12289;25026
292490 Planaltino;4984;4493;9477
292500 Planalto;13158;13472;26630
292510 Poções;24041;24687;48728
292520 Pojuca;18398;19146;37544
292525 Ponto Novo;8199;7967;16166
292530 Porto Seguro;72910;72519;145429
292540 Potiraguá;4744;4222;8966
292550 Prado;14817;14404;29221
292560 Presidente Dutra;7484;7229;14713
292570 Presidente Jânio Quadros;6825;6348;13173
292575 Presidente Tancredo Neves;14188;13317;27505
292580 Queimadas;13122;12965;26087
292590 Quijingue;14916;13739;28655
292593 Quixabeira;5193;4839;10032
292595 Rafael Jambeiro;11973;12374;24347
292600 Remanso;21213;21061;42274
292610 Retirolândia;6747;6576;13323
292620 Riachão das Neves;12251;11013;23264
292630 Riachão do Jacuípe;17255;18149;35404
292640 Riacho de Santana;18657;17385;36042
292650 Ribeira do Amparo;7726;7544;15270
292660 Ribeira do Pombal;25465;25948;51413
292665 Ribeirão do Largo;4388;3873;8261
292670 Rio de Contas;6541;7073;13614
292680 Rio do Antônio;7928;7703;15631
292690 Rio do Pires;6045;6034;12079
292700 Rio Real;20690;20122;40812
292710 Rodelas;4398;4488;8886
292720 Ruy Barbosa;15594;16274;31868
292730 Salinas da Margarida;7492;7893;15385
292740 Salvador;1375388;1545702;2921090
292750 Santa Bárbara;10174;10580;20754
292760 Santa Brígida;7916;7184;15100
292770 Santa Cruz Cabrália;14217;14010;28227
292780 Santa Cruz da Vitória;3466;3284;6750
292790 Santa Inês;5621;5558;11179
292805 Santa Luzia;7269;6358;13627
292810 Santa Maria da Vitória;21328;20466;41794
292840 Santa Rita de Cássia;15015;13808;28823
292850 Santa Teresinha;5277;5309;10586
292800 Santaluz;18118;18796;36914
292820 Santana;13782;13476;27258
292830 Santanópolis;4538;4902;9440
292860 Santo Amaro;29756;31945;61701
292870 Santo Antônio de Jesus;48345;53202;101547
292880 Santo Estêvão;25677;27511;53188
292890 São Desidério;17345;15297;32642
292895 São Domingos;4973;4905;9878
292910 São Felipe;10749;10835;21584
292900 São Félix;7443;7646;15089
292905 São Félix do Coribe;7961;7684;15645
292920 São Francisco do Conde;19192;20134;39326
292925 São Gabriel;10016;9527;19543
292930 São Gonçalo dos Campos;18320;19233;37553
292935 São José da Vitória;3156;2960;6116
292937 São José do Jacuípe;5592;5467;11059
292940 São Miguel das Matas;6180;5826;12006
292950 São Sebastião do Passé;22384;23093;45477
292960 Sapeaçu;8648;9017;17665
292970 Sátiro Dias;10343;9975;20318
292975 Saubara;6010;6232;12242
292980 Saúde;6468;6272;12740
292990 Seabra;22477;22722;45199
293000 Sebastião Laranjeiras;5881;5644;11525
293010 Senhor do Bonfim;39729;41600;81329
293020 Sento Sé;21492;19971;41463
293015 Serra do Ramalho;17155;15855;33010
293030 Serra Dourada;9415;8975;18390
293040 Serra Preta;7595;7756;15351
293050 Serrinha;41444;41832;83276
293060 Serrolândia;6519;6857;13376
293070 Simões Filho;65740;67463;133203
293075 Sítio do Mato;7060;6264;13324
293076 Sítio do Quinto;5966;5802;11768
293077 Sobradinho;11662;11922;23584
293080 Souto Soares;8811;8524;17335
293090 Tabocas do Brejo Velho;6809;6212;13021
293100 Tanhaçu;10702;10579;21281
293105 Tanque Novo;9026;8673;17699
293110 Tanquinho;4318;4237;8555
293120 Taperoá;10883;10209;21092
293130 Tapiramutá;8868;8525;17393
293135 Teixeira de Freitas;78068;79738;157806
293140 Teodoro Sampaio;3921;4091;8012
293150 Teofilândia;11609;11406;23015
293160 Teolândia;7986;7189;15175
293170 Terra Nova;6651;6894;13545
293180 Tremedal;9273;8916;18189
293190 Tucano;28179;27596;55775
293200 Uauá;12663;12424;25087
293210 Ubaíra;10682;10097;20779
293220 Ubaitaba;10178;10634;20812
293230 Ubatã;13591;13461;27052
293240 Uibaí;7495;6992;14487
293245 Umburanas;9886;9168;19054
293250 Una;11520;10585;22105
293260 Urandi;8814;8485;17299
293270 Uruçuca;10984;10867;21851
293280 Utinga;9657;9933;19590
293290 Valença;47965;49343;97308
293300 Valente;13994;13913;27907
293305 Várzea da Roça;7536;7194;14730
293310 Várzea do Poço;4816;4598;9414
293315 Várzea Nova;6869;6597;13466
293317 Varzedo;4691;4675;9366
293320 Vera Cruz;21322;21326;42648
293325 Vereda;3504;3191;6695
293330 Vitória da Conquista;166738;176493;343231
293340 Wagner;4879;4854;9733
293345 Wanderley;6872;6132;13004
293350 Wenceslau Guimarães;11725;10811;22536
293360 Xique-Xique;23890;24428;48318
310010 Abadia dos Dourados;3562;3453;7015
310020 Abaeté;11764;11773;23537
310030 Abre Campo;6956;6763;13719
310040 Acaiaca;1936;2124;4060
310050 Açucena;5241;4895;10136
310060 Água Boa;7605;7084;14689
310070 Água Comprida;1117;946;2063
310080 Aguanil;2253;2116;4369
310090 Águas Formosas;9881;9422;19303
310100 Águas Vermelhas;6949;6498;13447
310110 Aimorés;12582;13112;25694
310120 Aiuruoca;3269;2973;6242
310130 Alagoa;1448;1310;2758
310140 Albertina;1547;1486;3033
310150 Além Paraíba;17460;18260;35720
310160 Alfenas;38855;39858;78713
310163 Alfredo Vasconcelos;3446;3191;6637
310170 Almenara;21116;20183;41299
310180 Alpercata;3754;3723;7477
310190 Alpinópolis;10101;9525;19626
310200 Alterosa;7412;7021;14433
310205 Alto Caparaó;3017;2682;5699
315350 Alto Jequitibá;4405;4116;8521
310210 Alto Rio Doce;6023;5873;11896
310220 Alvarenga;2178;2118;4296
310230 Alvinópolis;7786;7837;15623
310240 Alvorada de Minas;1832;1834;3666
310250 Amparo do Serra;2469;2502;4971
310260 Andradas;20276;19816;40092
310280 Andrelândia;6294;6213;12507
310285 Angelândia;4184;4276;8460
310290 Antônio Carlos;5794;5766;11560
310300 Antônio Dias;4930;4756;9686
310310 Antônio Prado de Minas;861;814;1675
310320 Araçaí;1149;1203;2352
310330 Aracitaba;1068;1045;2113
310340 Araçuaí;18723;18549;37272
310350 Araguari;57848;58419;116267
310360 Arantina;1460;1421;2881
310370 Araponga;4420;4084;8504
310375 Araporã;3392;3263;6655
310380 Arapuá;1450;1425;2875
310390 Araújos;4497;4271;8768
310400 Araxá;51221;51018;102239
310410 Arceburgo;5439;4933;10372
310420 Arcos;19654;19596;39250
310430 Areado;7465;7274;14739
310440 Argirita;1529;1357;2886
310445 Aricanduva;2592;2526;5118
310450 Arinos;9608;8609;18217
310460 Astolfo Dutra;7099;6838;13937
310470 Ataléia;7258;6785;14043
310480 Augusto de Lima;2573;2475;5048
310490 Baependi;9821;9363;19184
310500 Baldim;4021;4052;8073
310510 Bambuí;12035;11814;23849
310520 Bandeira;2556;2469;5025
310530 Bandeira do Sul;2877;2801;5678
310540 Barão de Cocais;15676;15596;31272
310550 Barão de Monte Alto;2870;2836;5706
310560 Barbacena;65019;69899;134918
310570 Barra Longa;2825;2972;5797
310590 Barroso;10160;10535;20695
310600 Bela Vista de Minas;5041;5341;10382
310610 Belmiro Braga;1799;1699;3498
310620 Belo Horizonte;1185700;1316854;2502554
310630 Belo Oriente;12789;12830;25619
310640 Belo Vale;3975;3840;7815
310650 Berilo;6491;5940;12431
310665 Berizal;2376;2286;4662
310660 Bertópolis;2432;2232;4664
310670 Betim;207189;210115;417304
310680 Bias Fortes;1924;1765;3689
310690 Bicas;6949;7468;14417
310700 Biquinhas;1334;1306;2640
310710 Boa Esperança;20400;19886;40286
310720 Bocaina de Minas;2764;2411;5175
310730 Bocaiúva;24973;24632;49605
310740 Bom Despacho;24660;24579;49239
310750 Bom Jardim de Minas;3318;3334;6652
310760 Bom Jesus da Penha;2148;1999;4147
310770 Bom Jesus do Amparo;2948;2974;5922
310780 Bom Jesus do Galho;8008;7534;15542
310790 Bom Repouso;5701;5066;10767
310800 Bom Sucesso;8877;8981;17858
310810 Bonfim;3563;3452;7015
310820 Bonfinópolis de Minas;2946;2885;5831
310825 Bonito de Minas;5563;5108;10671
310830 Borda da Mata;9484;9199;18683
310840 Botelhos;7783;7542;15325
310850 Botumirim;3456;3118;6574
310870 Brás Pires;2316;2290;4606
310855 Brasilândia de Minas;8292;7436;15728
310860 Brasília de Minas;16407;16157;32564
310880 Braúnas;2450;2595;5045
310890 Brazópolis;7615;7320;14935
310900 Brumadinho;19165;18691;37856
310910 Bueno Brandão;5905;5320;11225
310920 Buenópolis;5316;5268;10584
310925 Bugre;2115;2023;4138
310930 Buritis;12400;11949;24349
310940 Buritizeiro;14284;13879;28163
310945 Cabeceira Grande;3657;3207;6864
310950 Cabo Verde;7961;6340;14301
310960 Cachoeira da Prata;1781;1936;3717
310970 Cachoeira de Minas;6175;5393;11568
310270 Cachoeira de Pajeú;4841;4570;9411
310980 Cachoeira Dourada;1329;1332;2661
310990 Caetanópolis;5716;5455;11171
311000 Caeté;21669;22072;43741
311010 Caiana;2841;2512;5353
311020 Cajuri;2182;1939;4121
311030 Caldas;7380;7016;14396
311040 Camacho;1655;1458;3113
311050 Camanducaia;11413;10541;21954
311060 Cambuí;14316;14355;28671
311070 Cambuquira;6418;6608;13026
311080 Campanário;1809;1924;3733
311090 Campanha;8389;8042;16431
311100 Campestre;11314;10078;21392
311110 Campina Verde;10229;9790;20019
311115 Campo Azul;2083;1760;3843
311120 Campo Belo;26517;27562;54079
311130 Campo do Meio;6075;5785;11860
311140 Campo Florido;4229;3443;7672
311150 Campos Altos;7919;7267;15186
311160 Campos Gerais;14845;14032;28877
311190 Cana Verde;2977;2759;5736
311170 Canaã;2449;2263;4712
311180 Canápolis;6421;5581;12002
311200 Candeias;7826;7280;15106
311205 Cantagalo;2168;2301;4469
311210 Caparaó;2942;2511;5453
311220 Capela Nova;2359;2465;4824
311230 Capelinha;18588;18742;37330
311240 Capetinga;3867;3318;7185
311250 Capim Branco;4761;4778;9539
311260 Capinópolis;8378;7735;16113
311265 Capitão Andrade;2648;2666;5314
311270 Capitão Enéas;7814;7258;15072
311280 Capitólio;4390;4222;8612
311290 Caputira;4966;4428;9394
311300 Caraí;12092;11479;23571
311310 Caranaíba;1701;1620;3321
311320 Carandaí;12504;12543;25047
311330 Carangola;16404;17057;33461
311340 Caratinga;44902;45879;90781
311350 Carbonita;4932;4578;9510
311360 Careaçu;3429;3258;6687
311370 Carlos Chagas;10044;9935;19979
311380 Carmésia;1311;1292;2603
311390 Carmo da Cachoeira;6308;5996;12304
311400 Carmo da Mata;5822;5652;11474
311410 Carmo de Minas;7431;7212;14643
311420 Carmo do Cajuru;10998;10740;21738
311430 Carmo do Paranaíba;15820;14960;30780
311440 Carmo do Rio Claro;11082;10259;21341
311450 Carmópolis de Minas;9678;8939;18617
311455 Carneirinho;5152;4833;9985
311460 Carrancas;2114;1988;4102
311470 Carvalhópolis;1809;1734;3543
311480 Carvalhos;2397;2233;4630
311490 Casa Grande;1184;1124;2308
311500 Cascalho Rico;1651;1382;3033
311510 Cássia;9234;8785;18019
311530 Cataguases;36825;37343;74168
311535 Catas Altas;2569;2657;5226
311540 Catas Altas da Noruega;1853;1786;3639
311545 Catuji;3395;3290;6685
311547 Catuti;2724;2448;5172
311550 Caxambu;10882;11350;22232
311560 Cedro do Abaeté;651;565;1216
311570 Central de Minas;3506;3567;7073
311580 Centralina;5447;5158;10605
311590 Chácara;1576;1462;3038
311600 Chalé;2998;2821;5819
311610 Chapada do Norte;7815;7838;15653
311615 Chapada Gaúcha;6568;5930;12498
311620 Chiador;1352;1457;2809
311630 Cipotânea;3553;3278;6831
311640 Claraval;2475;2326;4801
311650 Claro dos Poções;4082;3778;7860
311660 Cláudio;14379;13452;27831
311670 Coimbra;3802;3679;7481
311680 Coluna;4635;4542;9177
311690 Comendador Gomes;1665;1450;3115
311700 Comercinho;4023;3810;7833
311710 Conceição da Aparecida;5262;5038;10300
311520 Conceição da Barra de Minas;2145;1906;4051
311730 Conceição das Alagoas;13862;12157;26019
311720 Conceição das Pedras;1529;1322;2851
311740 Conceição de Ipanema;2392;2237;4629
311750 Conceição do Mato Dentro;9295;8902;18197
311760 Conceição do Pará;2864;2601;5465
311770 Conceição do Rio Verde;6909;6709;13618
311780 Conceição dos Ouros;5826;5439;11265
311783 Cônego Marinho;3872;3692;7564
311787 Confins;3246;3230;6476
311790 Congonhal;5998;5465;11463
311800 Congonhas;26197;26635;52832
311810 Congonhas do Norte;2641;2479;5120
311820 Conquista;3456;3439;6895
311830 Conselheiro Lafaiete;61419;63998;125417
311840 Conselheiro Pena;11374;11765;23139
311850 Consolação;936;867;1803
311860 Contagem;317565;331203;648768
311870 Coqueiral;4784;4675;9459
311880 Coração de Jesus;13883;13090;26973
311890 Cordisburgo;4664;4339;9003
311900 Cordislândia;1857;1714;3571
311910 Corinto;12238;12194;24432
311920 Coroaci;5310;5083;10393
311930 Coromandel;14510;13947;28457
311940 Coronel Fabriciano;53262;56097;109359
311950 Coronel Murta;4889;4512;9401
311960 Coronel Pacheco;1595;1515;3110
311970 Coronel Xavier Chaves;1691;1760;3451
311980 Córrego Danta;1828;1563;3391
311990 Córrego do Bom Jesus;2025;1786;3811
311995 Córrego Fundo;3221;2986;6207
312000 Córrego Novo;1529;1504;3033
312010 Couto de Magalhães de Minas;2236;2176;4412
312015 Crisólita;3334;3190;6524
312020 Cristais;6326;5988;12314
312030 Cristália;3095;2911;6006
312040 Cristiano Otoni;2633;2568;5201
312050 Cristina;5364;5118;10482
312060 Crucilândia;2599;2415;5014
312070 Cruzeiro da Fortaleza;2179;1961;4140
312080 Cruzília;7722;7651;15373
312083 Cuparaque;2493;2451;4944
312087 Curral de Dentro;3830;3658;7488
312090 Curvelo;38667;40235;78902
312100 Datas;2690;2751;5441
312110 Delfim Moreira;4391;3808;8199
312120 Delfinópolis;3676;3466;7142
312125 Delta;5576;3925;9501
312130 Descoberto;2542;2469;5011
312140 Desterro de Entre Rios;3773;3524;7297
312150 Desterro do Melo;1565;1473;3038
312160 Diamantina;23426;24525;47951
312170 Diogo de Vasconcelos;1961;1963;3924
312180 Dionísio;4272;4193;8465
312190 Divinésia;1767;1671;3438
312200 Divino;10231;9780;20011
312210 Divino das Laranjeiras;2549;2534;5083
312220 Divinolândia de Minas;3800;3672;7472
312230 Divinópolis;113809;117039;230848
312235 Divisa Alegre;3241;3238;6479
312240 Divisa Nova;3139;2891;6030
312245 Divisópolis;5426;4781;10207
312247 Dom Bosco;2026;1819;3845
312250 Dom Cavati;2588;2683;5271
312260 Dom Joaquim;2284;2331;4615
312270 Dom Silvério;2616;2735;5351
312280 Dom Viçoso;1563;1507;3070
312290 Dona Eusébia;3267;3169;6436
312300 Dores de Campos;4983;4971;9954
312310 Dores de Guanhães;2686;2639;5325
312320 Dores do Indaiá;6898;7086;13984
312330 Dores do Turvo;2356;2123;4479
312340 Doresópolis;782;735;1517
312350 Douradoquara;1031;888;1919
312352 Durandé;4076;3740;7816
312360 Elói Mendes;13564;13702;27266
312370 Engenheiro Caldas;5318;5647;10965
312380 Engenheiro Navarro;3745;3618;7363
312385 Entre Folhas;2681;2700;5381
312390 Entre Rios de Minas;7626;7499;15125
312400 Ervália;9497;9372;18869
312410 Esmeraldas;34016;33191;67207
312420 Espera Feliz;12380;12092;24472
312430 Espinosa;15981;16168;32149
312440 Espírito Santo do Dourado;2479;2189;4668
312450 Estiva;5979;5391;11370
312460 Estrela Dalva;1251;1216;2467
312470 Estrela do Indaiá;1826;1767;3593
312480 Estrela do Sul;4199;3697;7896
312490 Eugenópolis;5648;5521;11169
312500 Ewbank da Câmara;1957;1969;3926
312510 Extrema;16789;16291;33080
312520 Fama;1198;1224;2422
312530 Faria Lemos;1758;1635;3393
312540 Felício dos Santos;2546;2537;5083
312560 Felisburgo;3834;3504;7338
312570 Felixlândia;7607;7473;15080
312580 Fernandes Tourinho;1726;1576;3302
312590 Ferros;5341;5268;10609
312595 Fervedouro;5719;5220;10939
312600 Florestal;3564;3645;7209
312610 Formiga;34081;33961;68042
312620 Formoso;4815;4249;9064
312630 Fortaleza de Minas;2235;2120;4355
312640 Fortuna de Minas;1514;1380;2894
312650 Francisco Badaró;5556;4991;10547
312660 Francisco Dumont;2723;2437;5160
312670 Francisco Sá;13824;12391;26215
312675 Franciscópolis;2968;2776;5744
312680 Frei Gaspar;3097;2929;6026
312690 Frei Inocêncio;4699;4787;9486
312695 Frei Lagonegro;1800;1688;3488
312700 Fronteira;8553;7847;16400
312705 Fronteira dos Vales;2468;2286;4754
312707 Fruta de Leite;2999;2807;5806
312710 Frutal;29913;27883;57796
312720 Funilândia;2130;2067;4197
312730 Galiléia;3554;3508;7062
312733 Gameleiras;2727;2524;5251
312735 Glaucilândia;1563;1569;3132
312737 Goiabeira;1611;1667;3278
312738 Goianá;1997;1905;3902
312740 Gonçalves;2270;2123;4393
312750 Gonzaga;3114;3075;6189
312760 Gouveia;5890;6155;12045
312770 Governador Valadares;133614;144746;278360
312780 Grão Mogol;8170;7636;15806
312790 Grupiara;734;681;1415
312800 Guanhães;16432;17131;33563
312810 Guapé;7605;6801;14406
312820 Guaraciaba;5415;5116;10531
312825 Guaraciama;2476;2489;4965
312830 Guaranésia;9974;9368;19342
312840 Guarani;4668;4348;9016
312850 Guarará;1970;1990;3960
312860 Guarda-Mor;3473;3265;6738
312870 Guaxupé;26212;25697;51909
312880 Guidoval;3731;3600;7331
312890 Guimarânia;4038;3792;7830
312900 Guiricema;4483;4291;8774
312910 Gurinhatã;3237;2810;6047
312920 Heliodora;3340;3150;6490
312930 Iapu;5460;5414;10874
312940 Ibertioga;2620;2534;5154
312950 Ibiá;12822;11958;24780
312960 Ibiaí;4297;4013;8310
312965 Ibiracatu;3295;2910;6205
312970 Ibiraci;7086;6217;13303
312980 Ibirité;85454;88416;173870
312990 Ibitiúra de Minas;1840;1681;3521
313000 Ibituruna;1543;1458;3001
313005 Icaraí de Minas;6116;5518;11634
313010 Igarapé;20158;19614;39772
313020 Igaratinga;5374;4911;10285
313030 Iguatama;4196;3997;8193
313040 Ijaci;3251;3092;6343
313050 Ilicínea;6240;5974;12214
313055 Imbé de Minas;3511;3307;6818
313060 Inconfidentes;3732;3558;7290
313065 Indaiabira;3861;3665;7526
313070 Indianópolis;3491;3202;6693
313080 Ingaí;1477;1287;2764
313090 Inhapim;12563;12268;24831
313100 Inhaúma;3111;3047;6158
313110 Inimutaba;3677;3718;7395
313115 Ipaba;9158;8910;18068
313120 Ipanema;9477;9986;19463
313130 Ipatinga;125956;131391;257347
313140 Ipiaçu;2220;2048;4268
313150 Ipuiúna;5249;4790;10039
313160 Iraí de Minas;3619;3267;6886
313170 Itabira;57155;60476;117631
313180 Itabirinha;5729;5638;11367
313190 Itabirito;24731;25040;49771
313200 Itacambira;2895;2414;5309
313210 Itacarambi;9194;9192;18386
313220 Itaguara;6780;6394;13174
313230 Itaipé;6452;6117;12569
313240 Itajubá;47701;48319;96020
313250 Itamarandiba;17398;16853;34251
313260 Itamarati de Minas;2254;2065;4319
313270 Itambacuri;11418;12161;23579
313280 Itambé do Mato Dentro;1183;1059;2242
313290 Itamogi;5434;5098;10532
313300 Itamonte;7722;7412;15134
313310 Itanhandu;7508;7592;15100
313320 Itanhomi;6162;6181;12343
313330 Itaobim;10939;10626;21565
